DIMENSION:14473,
13183.3333,87116.6667
15816.6667,87850
15733.3333,86950
14600,86250
14450,86800
14066.6667,87150
14000,86983.3333
13650,87700
13550,87050
14483.3333,89016.6667
14183.3333,88733.3333
13433.3333,87133.3333
15916.6667,86083.3333
15583.3333,87116.6667
14700,88200
14516.6667,89233.3333
14500,87966.6667
14283.3333,86216.6667
13916.6667,87016.6667
13500,86900
16400,86216.6667
15616.6667,86750
15466.6667,85883.3333
15383.3333,88133.3333
15333.3333,87750
15116.6667,88533.3333
15083.3333,88483.3333
14966.6667,88833.3333
14883.3333,87916.6667
14833.3333,88683.3333
14766.6667,86550
14766.6667,86533.3333
14650,89116.6667
14500,89216.6667
14233.3333,86250
14116.6667,86450
14083.3333,88116.6667
13950,87133.3333
13866.6667,87266.6667
14483.3333,89016.6667
14166.6667,88850
15366.6667,88300
14700,87816.6667
14983.3333,87900
14983.3333,89050
14700,87816.6667
15366.6667,88300
15383.3333,87166.6667
14933.3333,88383.3333
14900,88400
15350,86800
15366.6667,87150
15350,86800
15350,86766.6667
15316.6667,87400
15100,89050
15050,88750
15050,87216.6667
14933.3333,88383.3333
14900,87383.3333
14883.3333,86216.6667
14766.6667,86883.3333
14750,88983.3333
14750,88350
14700,87816.6667
14516.6667,88716.6667
14433.3333,88000
14333.3333,86733.3333
14316.6667,88516.6667
14233.3333,88666.6667
14150,87283.3333
14133.3333,88050
14116.6667,88566.6667
14066.6667,87883.3333
14016.6667,88383.3333
14000,88300
13866.6667,86633.3333
13850,88233.3333
13850,87316.6667
13766.6667,87550
13600,87600
13583.3333,86933.3333
13533.3333,87083.3333
13433.3333,87133.3333
13200,87350
13133.3333,86966.6667
15233.3333,88283.3333
14433.3333,87300
13566.6667,87483.3333
13416.6667,86850
14483.3333,88566.6667
14266.6667,88133.3333
13950,88283.3333
13850,87333.3333
14666.6667,89083.3333
15266.6667,88233.3333
13816.6667,87250
15416.6667,86766.6667
14916.6667,88233.3333
14150,88716.6667
13816.6667,87250
13533.3333,87566.6667
14483.3333,89216.6667
14466.6667,88533.3333
14283.3333,88183.3333
14050,86850
13866.6667,87350
13550,87183.3333
13300,87116.6667
14066.6667,87950
14066.6667,87950
14066.6667,87950
15316.6667,87883.3333
15650,87066.6667
15483.3333,88050
15316.6667,87883.3333
15200,88233.3333
15000,88616.6667
14883.3333,86283.3333
14833.3333,87733.3333
14816.6667,88216.6667
14750,88166.6667
14116.6667,88550
14066.6667,87950
13966.6667,86450
13933.3333,87266.6667
13866.6667,88283.3333
13583.3333,87700
13500,87150
13200,87133.3333
15216.6667,85950
15183.3333,87300
14283.3333,88566.6667
14150,88650
14700,88116.6667
14400,88733.3333
14250,88500
14250,87633.3333
14083.3333,88433.3333
13983.3333,87333.3333
13933.3333,88383.3333
13933.3333,87800
13916.6667,88200
13666.6667,86983.3333
13516.6667,86966.6667
15616.6667,87883.3333
13800,87533.3333
14266.6667,87700
15000,88866.6667
14666.6667,88733.3333
14666.6667,88300
14666.6667,84716.6667
13883.3333,87283.3333
13800,87533.3333
13550,87066.6667
15000,88866.6667
14450,89133.3333
15466.6667,86750
15083.3333,88216.6667
14966.6667,86700
14900,88500
14816.6667,89133.3333
14750,87700
14733.3333,88416.6667
14583.3333,88016.6667
14450,87283.3333
14383.3333,89183.3333
14366.6667,87750
14333.3333,87783.3333
14266.6667,87483.3333
13950,87300
13566.6667,87633.3333
13500,87616.6667
13500,86900
13350,87166.6667
13200,87116.6667
13016.6667,87033.3333
14583.3333,86783.3333
14533.3333,86166.6667
14750,88116.6667
14250,87850
15500,88033.3333
14250,87850
14566.6667,87750
14566.6667,87750
14616.6667,88866.6667
14700,85833.3333
15500,88033.3333
15100,86116.6667
14950,86716.6667
14900,88500
14700,85833.3333
14633.3333,86250
14616.6667,88866.6667
14566.6667,88166.6667
14433.3333,88700
14366.6667,88550
14316.6667,88100
14233.3333,88650
14200,87833.3333
14133.3333,88550
14100,87750
14050,88366.6667
14000,88533.3333
14000,86400
13916.6667,88200
13816.6667,87100
13733.3333,86883.3333
13533.3333,87700
14900,88866.6667
14900,88500
13816.6667,87100
15433.3333,86883.3333
14916.6667,87716.6667
13816.6667,87283.3333
15100,86116.6667
14416.6667,88050
14133.3333,88800
14100,88716.6667
14100,87900
13900,88316.6667
13216.6667,87616.6667
14266.6667,88850
14333.3333,88866.6667
14983.3333,88416.6667
14333.3333,88866.6667
15000,88750
14933.3333,88316.6667
14716.6667,87350
14550,86250
14533.3333,88216.6667
14350,87583.3333
14283.3333,88633.3333
14266.6667,88850
14216.6667,88466.6667
14050,88333.3333
14000,87683.3333
13766.6667,87283.3333
13533.3333,87550
14316.6667,88850
14983.3333,88266.6667
14350,88366.6667
15100,88633.3333
15000,87133.3333
14350,88366.6667
14316.6667,88850
14150,88833.3333
14000,88300
13900,88216.6667
13733.3333,87500
14350,88366.6667
15533.3333,88416.6667
15416.6667,88450
15200,88233.3333
15100,88550
14983.3333,88266.6667
14750,88950
14400,89200
14283.3333,87850
14066.6667,87966.6667
13566.6667,86983.3333
14466.6667,88600
14200,87816.6667
14133.3333,87350
13983.3333,86633.3333
13916.6667,88416.6667
15083.3333,85833.3333
14316.6667,87866.6667
13416.6667,87266.6667
15583.3333,87116.6667
14233.3333,88683.3333
13500,86933.3333
13500,86933.3333
14100,88516.6667
14116.6667,88250
14400,88950
14183.3333,87883.3333
14116.6667,88250
13766.6667,87583.3333
13433.3333,86800
14000,86550
13950,86566.6667
15583.3333,87116.6667
15416.6667,86966.6667
15300,88416.6667
15000,88983.3333
14733.3333,86100
14533.3333,87983.3333
14400,88950
14383.3333,86800
14250,87066.6667
14183.3333,87833.3333
14116.6667,88400
14116.6667,88250
14100,88516.6667
13983.3333,88383.3333
13966.6667,86566.6667
13900,88316.6667
13883.3333,88233.3333
13866.6667,88233.3333
13800,87266.6667
13616.6667,87100
13583.3333,87100
13433.3333,86800
13433.3333,86800
15333.3333,87916.6667
14916.6667,88366.6667
14450,88666.6667
14450,88666.6667
15333.3333,87916.6667
14450,88666.6667
13300,86800
14450,88666.6667
14983.3333,88133.3333
15083.3333,88383.3333
15016.6667,88283.3333
14983.3333,88133.3333
15500,86666.6667
15366.6667,87950
15083.3333,89016.6667
15083.3333,88383.3333
15083.3333,88050
15016.6667,88850
15000,83216.6667
14750,87416.6667
14366.6667,88883.3333
14250,86916.6667
14133.3333,88250
13933.3333,86850
13516.6667,86900
14833.3333,89133.3333
14433.3333,88666.6667
14133.3333,88300
14000,88400
13966.6667,88366.6667
13733.3333,86950
15250,88766.6667
15416.6667,86950
15416.6667,86916.6667
15416.6667,86950
15366.6667,88116.6667
15166.6667,86066.6667
14916.6667,87900
14550,86850
14416.6667,88600
14200,86666.6667
14166.6667,88700
14133.3333,88600
14066.6667,88583.3333
13916.6667,87266.6667
13866.6667,88333.3333
13716.6667,86850
13633.3333,87083.3333
13616.6667,87100
13416.6667,87450
13933.3333,87250
14400,86150
14133.3333,86616.6667
13283.3333,86983.3333
15433.3333,87883.3333
15583.3333,87233.3333
14933.3333,88783.3333
14933.3333,88283.3333
14783.3333,88700
14250,88866.6667
14416.6667,87866.6667
14183.3333,88816.6667
14266.6667,87033.3333
14250,87300
14933.3333,88783.3333
14783.3333,88700
15450,88400
14250,87300
14083.3333,87150
14983.3333,87633.3333
14850,86433.3333
14266.6667,87033.3333
13933.3333,88300
14850,86983.3333
14216.6667,87066.6667
13600,87300
15616.6667,87183.3333
13583.3333,87266.6667
13250,87066.6667
13883.3333,87300
13266.6667,87050
15750,87833.3333
15733.3333,87500
15616.6667,87183.3333
15583.3333,87233.3333
15433.3333,86866.6667
15166.6667,87183.3333
15166.6667,87116.6667
15100,88416.6667
14983.3333,87633.3333
14916.6667,86416.6667
14900,87200
14816.6667,88850
14816.6667,88216.6667
14516.6667,88733.3333
14450,88633.3333
14416.6667,88883.3333
14400,89250
14400,88416.6667
14250,88683.3333
14100,88716.6667
14033.3333,88333.3333
14000,88366.6667
13950,87700
13866.6667,88366.6667
13816.6667,88283.3333
13583.3333,87266.6667
13583.3333,87166.6667
13466.6667,86833.3333
13416.6667,86950
13366.6667,86750
13283.3333,87000
13233.3333,87066.6667
13066.6667,86983.3333
14766.6667,88216.6667
14833.3333,87283.3333
14700,88883.3333
14200,88916.6667
15083.3333,89083.3333
15416.6667,87683.3333
14816.6667,88550
15300,88700
14933.3333,85700
14250,87100
14900,88900
14483.3333,87833.3333
15166.6667,88800
14483.3333,87833.3333
15033.3333,88116.6667
15333.3333,88166.6667
14933.3333,85700
14833.3333,87283.3333
14166.6667,86683.3333
14150,88550
14383.3333,87783.3333
15166.6667,88800
14900,88100
14900,88100
14483.3333,88250
15466.6667,88300
15483.3333,87866.6667
14900,88900
14616.6667,87766.6667
14700,88883.3333
15516.6667,88066.6667
14433.3333,89266.6667
14533.3333,87416.6667
14700,88366.6667
15333.3333,88166.6667
14666.6667,88583.3333
13216.6667,87200
14766.6667,87916.6667
14366.6667,89066.6667
14566.6667,88466.6667
14683.3333,89066.6667
14900,88716.6667
14733.3333,88033.3333
15016.6667,88300
15033.3333,88300
14633.3333,87816.6667
14416.6667,88466.6667
14416.6667,88466.6667
14566.6667,88466.6667
14683.3333,89066.6667
14733.3333,88033.3333
15033.3333,88300
15500,86650
15683.3333,87533.3333
15666.6667,87200
15466.6667,88016.6667
15466.6667,86650
15416.6667,87683.3333
15333.3333,88166.6667
15316.6667,87166.6667
15133.3333,87850
15116.6667,87316.6667
15033.3333,88116.6667
14933.3333,85700
14916.6667,86366.6667
14900,88716.6667
14733.3333,86816.6667
14700,88883.3333
14700,87550
14683.3333,87050
14666.6667,88583.3333
14666.6667,86950
14650,87050
14650,86133.3333
14583.3333,86216.6667
14533.3333,89233.3333
14433.3333,88683.3333
14400,88500
14366.6667,88100
14333.3333,88500
14316.6667,88116.6667
14316.6667,87566.6667
14283.3333,88350
14266.6667,88616.6667
14250,88700
14250,87950
14166.6667,88633.3333
14166.6667,86933.3333
14166.6667,86683.3333
14150,88550
14150,87800
14116.6667,88466.6667
14116.6667,88333.3333
14116.6667,87916.6667
14100,88483.3333
14083.3333,88733.3333
14083.3333,88216.6667
14050,88466.6667
14050,87200
14016.6667,86500
13966.6667,88400
13883.3333,88350
13833.3333,87250
13783.3333,87400
13783.3333,86600
13683.3333,87400
13633.3333,87283.3333
13516.6667,86900
13466.6667,87150
13216.6667,87200
14650,89133.3333
13700,87316.6667
15250,88166.6667
15050,88900
13583.3333,86966.6667
15000,88300
14633.3333,87600
13583.3333,86966.6667
15000,88300
13016.6667,87000
15666.6667,85716.6667
15433.3333,86833.3333
15066.6667,87200
15033.3333,87133.3333
14966.6667,88866.6667
14916.6667,88716.6667
14833.3333,89033.3333
14833.3333,88816.6667
14816.6667,86766.6667
14733.3333,88350
14666.6667,84316.6667
14633.3333,87600
14600,89133.3333
14516.6667,88100
14450,86050
14150,88733.3333
14133.3333,87816.6667
14066.6667,88450
14033.3333,88300
14000,88350
13966.6667,86666.6667
13583.3333,87016.6667
13566.6667,87016.6667
13550,86983.3333
13516.6667,87733.3333
13483.3333,87433.3333
13183.3333,87133.3333
15383.3333,86966.6667
14566.6667,87750
14550,87750
13916.6667,88333.3333
13450,87033.3333
14716.6667,88500
14716.6667,88500
14816.6667,88550
15000,87550
14350,88883.3333
15666.6667,86000
15616.6667,88150
15450,88283.3333
15200,88083.3333
15166.6667,87266.6667
15150,88466.6667
15066.6667,88683.3333
15050,87683.3333
14950,88650
14916.6667,87883.3333
14800,88416.6667
14783.3333,89150
14716.6667,88500
14700,88283.3333
14566.6667,88116.6667
14516.6667,87816.6667
14500,87366.6667
14366.6667,88483.3333
14333.3333,88600
14283.3333,88750
14283.3333,86716.6667
14116.6667,87883.3333
14083.3333,87916.6667
14000,88316.6667
13983.3333,88383.3333
13866.6667,86566.6667
13766.6667,87550
13633.3333,87300
13233.3333,87066.6667
13166.6667,87116.6667
15016.6667,83450
14100,88533.3333
14100,88533.3333
14650,87033.3333
15050,88883.3333
14666.6667,87850
14650,87033.3333
13983.3333,88300
14033.3333,88533.3333
14750,84983.3333
14383.3333,86750
15983.3333,85150
14633.3333,87600
14883.3333,88233.3333
15216.6667,87333.3333
14383.3333,88416.6667
14150,88616.6667
14083.3333,88483.3333
15016.6667,87966.6667
14750,88183.3333
14116.6667,88366.6667
14900,86200
15016.6667,87966.6667
14316.6667,87400
14750,88183.3333
14433.3333,88950
14616.6667,88750
14616.6667,88750
14750,87316.6667
14900,86200
14200,88750
13650,87533.3333
14516.6667,88900
14633.3333,86100
13650,87533.3333
14633.3333,86100
14100,88666.6667
15650,87050
15416.6667,86433.3333
15383.3333,87333.3333
15300,88350
15283.3333,88050
15116.6667,88283.3333
15033.3333,88450
14983.3333,88850
14966.6667,87016.6667
14866.6667,87200
14866.6667,86933.3333
14783.3333,89133.3333
14783.3333,86933.3333
14750,88183.3333
14683.3333,87183.3333
14583.3333,89066.6667
14583.3333,87133.3333
14516.6667,88916.6667
14450,88033.3333
14433.3333,88950
14383.3333,88716.6667
14316.6667,87400
14116.6667,88366.6667
14100,88666.6667
14100,88000
14083.3333,88483.3333
14066.6667,88566.6667
14066.6667,87750
13983.3333,86366.6667
13950,87400
13850,87250
13783.3333,88400
13633.3333,87650
13550,87266.6667
13366.6667,86900
13183.3333,87100
14316.6667,87400
15116.6667,87783.3333
14716.6667,88300
14683.3333,89116.6667
14333.3333,86166.6667
14083.3333,86950
15633.3333,87150
14533.3333,86166.6667
14300,88533.3333
14200,86733.3333
14033.3333,87800
14016.6667,88500
13566.6667,86983.3333
13550,87350
13466.6667,87000
15833.3333,86300
15316.6667,87350
15200,85750
13916.6667,88400
16316.6667,86566.6667
15450,86850
15116.6667,87150
15100,86383.3333
14433.3333,86150
14050,86466.6667
13566.6667,87133.3333
13550,87116.6667
13433.3333,86750
14883.3333,88716.6667
16316.6667,86566.6667
14316.6667,88516.6667
14250,88716.6667
15783.3333,87316.6667
14983.3333,88933.3333
14883.3333,86266.6667
14766.6667,89150
14383.3333,86783.3333
14250,88716.6667
14083.3333,86583.3333
13916.6667,88350
15433.3333,88233.3333
14516.6667,89233.3333
14700,85900
15633.3333,88300
15400,86483.3333
15366.6667,87950
14700,85900
13833.3333,87383.3333
14216.6667,88600
15033.3333,86000
15016.6667,88000
13900,87200
15366.6667,87366.6667
13100,87150
14850,86316.6667
14783.3333,87700
13183.3333,86950
15400,88150
14066.6667,87783.3333
13916.6667,88366.6667
13883.3333,87266.6667
13833.3333,87416.6667
13633.3333,87500
14316.6667,88683.3333
13783.3333,87150
14200,88366.6667
13533.3333,87216.6667
14033.3333,87050
13883.3333,87700
14200,88466.6667
15266.6667,88166.6667
15266.6667,87816.6667
14516.6667,87733.3333
13716.6667,86883.3333
14816.6667,89200
13533.3333,87216.6667
15316.6667,86016.6667
15233.3333,85966.6667
15316.6667,86016.6667
14033.3333,87050
14666.6667,88266.6667
15266.6667,88166.6667
14200,88366.6667
15416.6667,88100
15050,89116.6667
13883.3333,87700
14916.6667,88416.6667
13933.3333,88316.6667
15300,87750
15066.6667,89000
15266.6667,88166.6667
14433.3333,87783.3333
15166.6667,88583.3333
14633.3333,87600
14700,87883.3333
15333.3333,87150
14916.6667,88850
13716.6667,86883.3333
13666.6667,87366.6667
14683.3333,89050
15116.6667,88033.3333
13850,86466.6667
14750,88150
14750,88150
14366.6667,87783.3333
14750,88150
14666.6667,88233.3333
15916.6667,86116.6667
15650,86466.6667
15600,87150
15416.6667,88100
15333.3333,87150
15266.6667,88166.6667
15250,86116.6667
15216.6667,88633.3333
15150,86750
15133.3333,88433.3333
15016.6667,88883.3333
14966.6667,87866.6667
14966.6667,87300
14966.6667,86833.3333
14916.6667,88850
14866.6667,88766.6667
14850,86333.3333
14816.6667,87383.3333
14750,88150
14716.6667,88383.3333
14666.6667,88733.3333
14633.3333,87600
14600,88566.6667
14583.3333,86483.3333
14516.6667,88966.6667
14500,87950
14500,87100
14466.6667,88683.3333
14433.3333,88583.3333
14400,88416.6667
14383.3333,87966.6667
14366.6667,88483.3333
14333.3333,88600
14333.3333,88350
14316.6667,87900
14316.6667,87616.6667
14300,89000
14283.3333,88700
14266.6667,86616.6667
14216.6667,88850
14200,88366.6667
14200,88033.3333
14150,88616.6667
14066.6667,88633.3333
14066.6667,86416.6667
14033.3333,87866.6667
14016.6667,88383.3333
14016.6667,87800
13966.6667,88483.3333
13933.3333,88316.6667
13900,88400
13900,87983.3333
13883.3333,88233.3333
13883.3333,87283.3333
13833.3333,86466.6667
13816.6667,87350
13816.6667,86700
13766.6667,87633.3333
13716.6667,86883.3333
13633.3333,87316.6667
13583.3333,87566.6667
13516.6667,86883.3333
14300,88466.6667
14233.3333,88733.3333
14216.6667,88550
14850,87516.6667
14766.6667,88933.3333
14216.6667,88550
13950,88350
13666.6667,87700
13666.6667,87100
13583.3333,87716.6667
13583.3333,87700
13550,87166.6667
14233.3333,88733.3333
15683.3333,87550
15350,87433.3333
15283.3333,85783.3333
14900,86266.6667
14900,86250
14816.6667,88933.3333
14783.3333,88816.6667
14116.6667,88283.3333
13416.6667,86850
13200,87116.6667
13666.6667,87683.3333
13333.3333,87100
14450,87533.3333
15766.6667,87283.3333
15766.6667,87266.6667
15816.6667,86683.3333
15816.6667,86683.3333
15816.6667,86683.3333
15866.6667,85116.6667
13766.6667,86783.3333
13516.6667,87100
13866.6667,87233.3333
15200,88150
15733.3333,86516.6667
14900,88866.6667
15033.3333,88716.6667
14716.6667,87616.6667
14866.6667,89200
14916.6667,86700
14800,88800
15083.3333,86666.6667
15233.3333,88100
15083.3333,86666.6667
15050,88066.6667
14883.3333,86683.3333
14800,88233.3333
14550,89216.6667
14550,88866.6667
14433.3333,87950
14400,89233.3333
14116.6667,88433.3333
13666.6667,87400
15800,86633.3333
13600,87066.6667
13866.6667,86516.6667
13500,87083.3333
15750,85966.6667
14833.3333,86583.3333
13833.3333,87133.3333
13833.3333,87133.3333
15766.6667,86450
15750,87033.3333
15766.6667,86450
15750,87033.3333
15666.6667,87000
15666.6667,87000
14366.6667,86700
15750,87033.3333
13600,87066.6667
14683.3333,84350
13600,86950
14500,86266.6667
15100,86033.3333
15116.6667,86400
14066.6667,87833.3333
13033.3333,87050
14500,89183.3333
13750,87666.6667
13650,87616.6667
13750,87233.3333
13750,87233.3333
13700,87300
14600,86583.3333
13800,87266.6667
15516.6667,86633.3333
15300,88516.6667
14916.6667,87366.6667
14100,87116.6667
14050,88050
13966.6667,86616.6667
13316.6667,86750
15516.6667,86633.3333
14916.6667,87366.6667
14100,87116.6667
13966.6667,86616.6667
13716.6667,87300
14716.6667,87950
13816.6667,87250
14800,87166.6667
14033.3333,86733.3333
14033.3333,86716.6667
13933.3333,87300
13883.3333,86833.3333
13800,86716.6667
13750,86983.3333
13600,87650
14600,86583.3333
14116.6667,87600
15466.6667,86483.3333
15416.6667,87000
14900,86316.6667
14866.6667,86550
14716.6667,87033.3333
14616.6667,87633.3333
13883.3333,87283.3333
13650,87150
13616.6667,86933.3333
13466.6667,87083.3333
13366.6667,86966.6667
15500,86516.6667
15333.3333,87300
15033.3333,86666.6667
14783.3333,86616.6667
14566.6667,86866.6667
14083.3333,87200
13966.6667,87283.3333
13800,87266.6667
13716.6667,86850
14650,87983.3333
14100,87583.3333
13433.3333,87050
14650,87983.3333
14116.6667,87600
13600,87016.6667
14033.3333,87416.6667
13416.6667,87133.3333
13816.6667,87250
16450,85850
16450,85850
15183.3333,87083.3333
14600,86583.3333
13816.6667,86950
14050,87333.3333
13550,86933.3333
15466.6667,86250
14700,84450
14083.3333,88316.6667
15666.6667,86966.6667
13216.6667,87050
14683.3333,88783.3333
15133.3333,88866.6667
15033.3333,88400
15416.6667,86583.3333
15216.6667,88650
14950,88916.6667
14916.6667,89083.3333
14816.6667,88766.6667
14583.3333,87733.3333
14500,89033.3333
14283.3333,88983.3333
14216.6667,87083.3333
13833.3333,88383.3333
13516.6667,87433.3333
14100,88266.6667
14100,88266.6667
15750,87900
15466.6667,87466.6667
15800,86650
13600,87233.3333
14850,87200
