DIMENSION:10639,
60466.6667,24800
60466.6667,25000
60466.6667,25016.6667
60466.6667,25100
60466.6667,25333.3333
60466.6667,25383.3333
60466.6667,26116.6667
60466.6667,26316.6667
60466.6667,26566.6667
60466.6667,26650
60466.6667,26916.6667
60466.6667,26983.3333
60466.6667,27400
60483.3333,21466.6667
60483.3333,21733.3333
60483.3333,21766.6667
60483.3333,21866.6667
60483.3333,21900
60483.3333,22133.3333
60483.3333,22183.3333
60483.3333,22200
60483.3333,22333.3333
60483.3333,22416.6667
60483.3333,22616.6667
60483.3333,22700
60483.3333,22733.3333
60483.3333,22750
60483.3333,22983.3333
60483.3333,23166.6667
60483.3333,23350
60483.3333,23383.3333
60483.3333,23450
60483.3333,23466.6667
60483.3333,23566.6667
60483.3333,23950
60483.3333,24050
60483.3333,24133.3333
60483.3333,24400
60483.3333,24433.3333
60483.3333,24450
60483.3333,24600
60483.3333,24650
60483.3333,24900
60483.3333,25350
60483.3333,25850
60483.3333,26300
60483.3333,26383.3333
60483.3333,26533.3333
60483.3333,26883.3333
60483.3333,26900
60483.3333,26950
60483.3333,26966.6667
60500,21333.3333
60500,21416.6667
60500,21450
60500,21550
60500,21616.6667
60500,21716.6667
60500,21883.3333
60500,22000
60500,22116.6667
60500,22150
60500,22233.3333
60500,22450
60500,22683.3333
60500,22766.6667
60500,22883.3333
60500,22966.6667
60500,23283.3333
60500,23450
60500,23966.6667
60500,24100
60500,24633.3333
60500,24666.6667
60500,24783.3333
60500,24900
60500,25050
60500,25100
60500,25166.6667
60500,25350
60500,25533.3333
60500,25550
60500,25900
60500,25933.3333
60500,26200
60500,26450
60500,26500
60500,26550
60500,26716.6667
60500,26816.6667
60500,26866.6667
60500,26883.3333
60500,26900
60500,26916.6667
60500,26983.3333
60500,27450
60500,27466.6667
60500,27516.6667
60500,27600
60500,27633.3333
60500,27666.6667
60516.6667,21250
60516.6667,21300
60516.6667,21400
60516.6667,21433.3333
60516.6667,21750
60516.6667,21966.6667
60516.6667,22200
60516.6667,22350
60516.6667,22500
60516.6667,23200
60516.6667,23233.3333
60516.6667,23500
60516.6667,23633.3333
60516.6667,23666.6667
60516.6667,23783.3333
60516.6667,23816.6667
60516.6667,23950
60516.6667,24016.6667
60516.6667,24333.3333
60516.6667,24400
60516.6667,24516.6667
60516.6667,24583.3333
60516.6667,25250
60516.6667,25316.6667
60516.6667,25333.3333
60516.6667,25516.6667
60516.6667,25600
60516.6667,25700
60516.6667,25783.3333
60516.6667,25850
60516.6667,25950
60516.6667,26166.6667
60516.6667,26550
60516.6667,26666.6667
60516.6667,26700
60516.6667,26866.6667
60516.6667,26950
60516.6667,27366.6667
60516.6667,27450
60516.6667,27466.6667
60516.6667,27550
60516.6667,27600
60516.6667,27633.3333
60516.6667,27683.0556
60516.6667,27716.6667
60533.0556,27416.6667
60533.0556,27483.0556
60533.3333,21083.3333
60533.3333,21450
60533.3333,21550
60533.3333,21583.3333
60533.3333,21616.6667
60533.3333,22100
60533.3333,22216.6667
60533.3333,22333.3333
60533.3333,22350
60533.3333,22450
60533.3333,22550
60533.3333,22700
60533.3333,23266.6667
60533.3333,23550
60533.3333,23766.6667
60533.3333,23900
60533.3333,24050
60533.3333,24183.3333
60533.3333,24216.6667
60533.3333,24283.3333
60533.3333,24516.6667
60533.3333,24550
60533.3333,24750
60533.3333,24816.6667
60533.3333,24916.6667
60533.3333,25016.6667
60533.3333,25600
60533.3333,25716.6667
60533.3333,26116.6667
60533.3333,26166.6667
60533.3333,26200
60533.3333,26250
60533.3333,26450
60533.3333,26866.6667
60533.3333,26883.3333
60533.3333,27133.3333
60533.3333,27166.6667
60533.3333,27233.3333
60533.3333,27333.3333
60533.3333,27416.6667
60533.3333,27433.3333
60533.3333,27550
60533.3333,27583.3333
60533.3333,27616.6667
60533.3333,27666.6667
60549.7222,27000
60549.7222,27050
60549.7222,27233.0556
60550,21333.3333
60550,21350
60550,21400
60550,21466.6667
60550,21600
60550,21616.6667
60550,22100
60550,22233.3333
60550,22400
60550,22466.6667
60550,22566.6667
60550,22700
60550,22716.6667
60550,22850
60550,23183.3333
60550,23300
60550,23550
60550,23783.3333
60550,24166.6667
60550,24200
60550,24700
60550,24950
60550,24983.3333
60550,25100
60550,25250
60550,25300
60550,25583.3333
60550,25700
60550,25766.6667
60550,25850
60550,25950
60550,26033.3333
60550,26133.3333
60550,26183.3333
60550,26250
60550,27033.3333
60550,27100
60550,27166.6667
60550,27300
60550,27400
60550,27550
60550,27600
60566.6667,21250
60566.6667,21550
60566.6667,21600
60566.6667,21650
60566.6667,21733.3333
60566.6667,21866.6667
60566.6667,21966.6667
60566.6667,22100
60566.6667,22366.6667
60566.6667,22633.3333
60566.6667,22683.3333
60566.6667,22766.6667
60566.6667,22800
60566.6667,22850
60566.6667,22883.3333
60566.6667,22933.3333
60566.6667,23216.6667
60566.6667,23383.3333
60566.6667,23716.6667
60566.6667,24200
60566.6667,24600
60566.6667,24766.6667
60566.6667,25150
60566.6667,25350
60566.6667,25750
60566.6667,25983.3333
60566.6667,26050
60566.6667,26450
60566.6667,26483.3333
60566.6667,26816.6667
60566.6667,26850
60566.6667,26866.6667
60566.6667,26966.6667
60566.6667,27016.6667
60566.6667,27100
60566.6667,27116.6667
60566.6667,27183.0556
60566.6667,27183.3333
60566.6667,27200
60566.6667,27250
60566.6667,27283.3333
60566.6667,27400
60566.6667,27466.6667
60566.6667,27650
60566.6667,27683.3333
60566.6667,27783.3333
60566.6667,27850
60583.0556,26983.0556
60583.0556,27166.6667
60583.0556,27683.0556
60583.3333,21300
60583.3333,21383.3333
60583.3333,21583.3333
60583.3333,21666.6667
60583.3333,22200
60583.3333,22383.3333
60583.3333,22483.3333
60583.3333,22650
60583.3333,22733.3333
60583.3333,22900
60583.3333,23150
60583.3333,23366.6667
60583.3333,23683.3333
60583.3333,23783.3333
60583.3333,23800
60583.3333,24216.6667
60583.3333,24333.3333
60583.3333,24483.3333
60583.3333,24500
60583.3333,24733.3333
60583.3333,24933.3333
60583.3333,25416.6667
60583.3333,25816.6667
60583.3333,25883.3333
60583.3333,26233.3333
60583.3333,26250
60583.3333,26350
60583.3333,26450
60583.3333,26466.6667
60583.3333,26500
60583.3333,26633.3333
60583.3333,27100
60583.3333,27150
60583.3333,27233.3333
60583.3333,27250
60583.3333,27400
60583.3333,27466.6667
60583.3333,27566.6667
60583.3333,27700
60583.3333,27733.3333
60583.3333,27800
60583.3333,27816.6667
60583.3333,27850
60600,21216.6667
60600,21433.3333
60600,21483.3333
60600,21500
60600,21516.6667
60600,21650
60600,21666.6667
60600,21700
60600,21850
60600,22016.6667
60600,22100
60600,22216.6667
60600,22300
60600,22533.3333
60600,22566.6667
60600,22666.6667
60600,22750
60600,22916.6667
60600,23283.3333
60600,23333.3333
60600,23566.6667
60600,23633.3333
60600,24100
60600,24266.6667
60600,24533.3333
60600,24650
60600,24816.6667
60600,25000
60600,25600
60600,25866.6667
60600,25916.6667
60600,26066.6667
60600,26116.6667
60600,26200
60600,26950
60600,27050
60600,27066.6667
60600,27100
60600,27133.3333
60600,27183.3333
60600,27216.6667
60600,27683.3333
60616.6667,21266.6667
60616.6667,21550
60616.6667,21700
60616.6667,21716.6667
60616.6667,21750
60616.6667,21883.3333
60616.6667,22000
60616.6667,22066.6667
60616.6667,22133.3333
60616.6667,22333.3333
60616.6667,22483.3333
60616.6667,22583.3333
60616.6667,22750
60616.6667,22783.3333
60616.6667,22900
60616.6667,22983.3333
60616.6667,23483.3333
60616.6667,23516.6667
60616.6667,23533.3333
60616.6667,23616.6667
60616.6667,23950
60616.6667,24283.3333
60616.6667,24450
60616.6667,24966.6667
60616.6667,25033.3333
60616.6667,25116.6667
60616.6667,25233.3333
60616.6667,25516.6667
60616.6667,25750
60616.6667,25850
60616.6667,26016.6667
60616.6667,26450
60616.6667,26466.6667
60616.6667,26500
60616.6667,26533.3333
60616.6667,26550
60616.6667,26650
60616.6667,26666.6667
60616.6667,27100
60616.6667,27116.6667
60616.6667,27150
60616.6667,27183.3333
60616.6667,27250
60616.6667,27266.6667
60616.6667,27433.3333
60616.6667,27616.6667
60616.6667,27750
60616.6667,27783.3333
60633.0556,27200
60633.0556,27216.6667
60633.0556,27266.6667
60633.3333,21300
60633.3333,21500
60633.3333,21533.3333
60633.3333,21550
60633.3333,21633.3333
60633.3333,21766.6667
60633.3333,21866.6667
60633.3333,21933.3333
60633.3333,22083.3333
60633.3333,22150
60633.3333,22283.3333
60633.3333,22950
60633.3333,23000
60633.3333,23100
60633.3333,23150
60633.3333,23400
60633.3333,23500
60633.3333,23566.6667
60633.3333,23833.3333
60633.3333,24250
60633.3333,24550
60633.3333,24866.6667
60633.3333,24916.6667
60633.3333,25333.3333
60633.3333,25600
60633.3333,25816.6667
60633.3333,26100
60633.3333,26150
60633.3333,26216.6667
60633.3333,26266.6667
60633.3333,26483.3333
60633.3333,26733.3333
60633.3333,27066.6667
60633.3333,27450
60633.3333,27566.6667
60633.3333,27666.6667
60633.3333,27750
60633.3333,27883.3333
60649.7222,27066.6667
60649.7222,27250
60650,21683.3333
60650,21766.6667
60650,21816.6667
60650,21866.6667
60650,22150
60650,22416.6667
60650,22516.6667
60650,22600
60650,22766.6667
60650,22783.3333
60650,22916.6667
60650,23033.3333
60650,23150
60650,23166.6667
60650,23350
60650,23366.6667
60650,23400
60650,23466.6667
60650,24833.3333
60650,25000
60650,25300
60650,25566.6667
60650,25600
60650,25650
60650,25816.6667
60650,25850
60650,26016.6667
60650,26566.6667
60650,27083.3333
60650,27300
60650,27383.3333
60650,27400
60650,27533.3333
60650,27566.6667
60650,27700
60650,27766.6667
60650,27816.6667
60650,27866.6667
60650,27883.3333
60666.6667,21483.3333
60666.6667,21566.6667
60666.6667,21700
60666.6667,21800
60666.6667,21883.3333
60666.6667,22000
60666.6667,22133.3333
60666.6667,22266.6667
60666.6667,22383.3333
60666.6667,22583.3333
60666.6667,22650
60666.6667,22766.6667
60666.6667,23300
60666.6667,23466.6667
60666.6667,23483.3333
60666.6667,23616.6667
60666.6667,24416.6667
60666.6667,24600
60666.6667,24950
60666.6667,25233.3333
60666.6667,25583.3333
60666.6667,25666.6667
60666.6667,25683.3333
60666.6667,25850
60666.6667,25900
60666.6667,26016.6667
60666.6667,26250
60666.6667,26316.6667
60666.6667,26750
60666.6667,26783.3333
60666.6667,27050
60666.6667,27066.6667
60666.6667,27200
60666.6667,27250
60666.6667,27400
60666.6667,27433.3333
60666.6667,27483.3333
60666.6667,27533.3333
60666.6667,27600
60666.6667,27633.3333
60666.6667,27700
60666.6667,27800
60666.6667,27983.3333
60683.0556,27483.0556
60683.3333,21466.6667
60683.3333,21516.6667
60683.3333,21550
60683.3333,21583.3333
60683.3333,21666.6667
60683.3333,21716.6667
60683.3333,21733.3333
60683.3333,21750
60683.3333,21850
60683.3333,21933.3333
60683.3333,22450
60683.3333,23166.6667
60683.3333,23233.3333
60683.3333,23450
60683.3333,24166.6667
60683.3333,24466.6667
60683.3333,24783.3333
60683.3333,24833.3333
60683.3333,25166.6667
60683.3333,25266.6667
60683.3333,25400
60683.3333,25883.3333
60683.3333,25900
60683.3333,26400
60683.3333,26550
60683.3333,26733.3333
60683.3333,26833.3333
60683.3333,27016.6667
60683.3333,27033.3333
60683.3333,27066.6667
60683.3333,27083.3333
60683.3333,27183.0556
60683.3333,27366.6667
60683.3333,27466.6667
60683.3333,27566.6667
60683.3333,27750
60683.3333,28000
60700,21383.3333
60700,21483.3333
60700,21866.6667
60700,22166.6667
60700,22266.6667
60700,22583.3333
60700,22600
60700,22650
60700,22750
60700,22833.3333
60700,23000
60700,23066.6667
60700,23183.3333
60700,23450
60700,23716.6667
60700,23816.6667
60700,24200
60700,24466.6667
60700,24483.3333
60700,24700
60700,24716.6667
60700,24750
60700,24916.6667
60700,25033.3333
60700,25216.6667
60700,25466.6667
60700,25550
60700,25650
60700,26050
60700,26300
60700,26566.6667
60700,26616.6667
60700,26700
60700,26766.6667
60700,26850
60700,27016.6667
60700,27183.3333
60700,27216.6667
60700,27283.3333
60700,27366.6667
60700,27450
60700,27566.6667
60700,27700
60700,27716.6667
60700,27933.3333
60716.6667,21400
60716.6667,21700
60716.6667,21783.3333
60716.6667,21883.3333
60716.6667,22016.6667
60716.6667,22116.6667
60716.6667,22600
60716.6667,22716.6667
60716.6667,22900
60716.6667,23600
60716.6667,24316.6667
60716.6667,24450
60716.6667,24766.6667
60716.6667,24850
60716.6667,24883.3333
60716.6667,24966.6667
60716.6667,25333.3333
60716.6667,25416.6667
60716.6667,25600
60716.6667,25950
60716.6667,26300
60716.6667,26466.6667
60716.6667,26483.3333
60716.6667,26983.0556
60716.6667,27000
60716.6667,27016.6667
60716.6667,27200
60716.6667,27333.3333
60716.6667,27483.3333
60716.6667,27533.3333
60716.6667,27583.0556
60716.6667,27600
60716.6667,27850
60716.6667,27983.3333
60733.3333,21516.6667
60733.3333,21650
60733.3333,21916.6667
60733.3333,22133.3333
60733.3333,22616.6667
60733.3333,22783.3333
60733.3333,22800
60733.3333,23433.3333
60733.3333,23450
60733.3333,24150
60733.3333,24183.3333
60733.3333,24466.6667
60733.3333,24600
60733.3333,24650
60733.3333,24716.6667
60733.3333,24816.6667
60733.3333,25033.3333
60733.3333,25100
60733.3333,25166.6667
60733.3333,25600
60733.3333,25666.6667
60733.3333,25783.3333
60733.3333,26000
60733.3333,26300
60733.3333,26433.3333
60733.3333,26783.3333
60733.3333,27000
60733.3333,27066.6667
60733.3333,27133.3333
60733.3333,27300
60733.3333,27383.3333
60733.3333,27633.3333
60733.3333,27933.3333
60750,21383.3333
60750,21583.3333
60750,21766.6667
60750,22200
60750,22650
60750,22966.6667
60750,22983.3333
60750,23000
60750,23216.6667
60750,23533.3333
60750,23666.6667
60750,23700
60750,23850
60750,23866.6667
60750,23933.3333
60750,24483.3333
60750,24500
60750,24566.6667
60750,24750
60750,24766.6667
60750,24916.6667
60750,25116.6667
60750,25200
60750,25233.3333
60750,25366.6667
60750,25583.3333
60750,25650
60750,26050
60750,26083.3333
60750,26100
60750,26233.3333
60750,26283.3333
60750,26333.3333
60750,26383.3333
60750,26483.3333
60750,26566.6667
60750,26650
60750,26666.6667
60750,26766.6667
60750,26816.6667
60750,26833.3333
60750,27033.0556
60750,27050
60750,27066.6667
60750,27333.0556
60750,27366.6667
60750,27383.0556
60750,27466.6667
60750,27516.6667
60750,27533.3333
60750,27666.6667
60750,27966.6667
60750,28066.6667
60750,28133.3333
60766.6667,21400
60766.6667,21450
60766.6667,21533.3333
60766.6667,21700
60766.6667,21766.6667
60766.6667,21783.3333
60766.6667,21816.6667
60766.6667,22016.6667
60766.6667,22116.6667
60766.6667,22133.3333
60766.6667,22216.6667
60766.6667,22450
60766.6667,22666.6667
60766.6667,22950
60766.6667,23583.3333
60766.6667,23816.6667
60766.6667,23833.3333
60766.6667,23900
60766.6667,24083.3333
60766.6667,24150
60766.6667,24250
60766.6667,24283.3333
60766.6667,25450
60766.6667,25600
60766.6667,26083.3333
60766.6667,26966.6667
60766.6667,27016.6667
60766.6667,27133.3333
60766.6667,27200
60766.6667,27316.6667
60766.6667,27783.3333
60766.6667,27916.6667
60766.6667,28083.3333
60766.6667,28116.6667
60783.0556,27200
60783.3333,21450
60783.3333,21483.3333
60783.3333,21866.6667
60783.3333,21916.6667
60783.3333,22050
60783.3333,22066.6667
60783.3333,22266.6667
60783.3333,22450
60783.3333,22616.6667
60783.3333,22683.3333
60783.3333,23083.3333
60783.3333,23300
60783.3333,23366.6667
60783.3333,23400
60783.3333,23500
60783.3333,23866.6667
60783.3333,24050
60783.3333,24533.3333
60783.3333,24883.3333
60783.3333,24933.3333
60783.3333,25000
60783.3333,25033.3333
60783.3333,25116.6667
60783.3333,25383.3333
60783.3333,25700
60783.3333,25916.6667
60783.3333,26016.6667
60783.3333,26050
60783.3333,26150
60783.3333,26266.6667
60783.3333,26350
60783.3333,26483.3333
60783.3333,26666.6667
60783.3333,26800
60783.3333,26833.3333
60783.3333,27000
60783.3333,27083.3333
60783.3333,27366.6667
60783.3333,27466.6667
60783.3333,27616.6667
60783.3333,27750
60783.3333,27783.3333
60783.3333,28033.3333
60783.3333,28200
60800,21416.6667
60800,21583.3333
60800,21666.6667
60800,21683.3333
60800,22300
60800,22633.3333
60800,22700
60800,22833.3333
60800,23000
60800,23216.6667
60800,23283.3333
60800,23416.6667
60800,23766.6667
60800,24116.6667
60800,24366.6667
60800,24583.3333
60800,24616.6667
60800,24866.6667
60800,25050
60800,25266.6667
60800,25533.3333
60800,25700
60800,25716.6667
60800,25750
60800,25783.3333
60800,25833.3333
60800,26100
60800,26133.3333
60800,26316.6667
60800,26450
60800,26516.6667
60800,26550
60800,26583.3333
60800,26783.3333
60800,26833.3333
60800,27450
60800,27500
60800,27633.3333
60800,27683.3333
60800,27816.6667
60800,27966.6667
60800,28000
60800,28100
60800,28150
60800,28166.6667
60816.6667,21466.6667
60816.6667,21483.3333
60816.6667,21550
60816.6667,21566.6667
60816.6667,21716.6667
60816.6667,21750
60816.6667,22683.3333
60816.6667,23066.6667
60816.6667,23466.6667
60816.6667,23550
60816.6667,23616.6667
60816.6667,23633.3333
60816.6667,23716.6667
60816.6667,23766.6667
60816.6667,24083.3333
60816.6667,24333.3333
60816.6667,24400
60816.6667,24766.6667
60816.6667,24816.6667
60816.6667,25300
60816.6667,25383.3333
60816.6667,25500
60816.6667,25850
60816.6667,25933.3333
60816.6667,26283.3333
60816.6667,26333.3333
60816.6667,26383.3333
60816.6667,26516.6667
60816.6667,26683.3333
60816.6667,26700
60816.6667,26816.6667
60816.6667,27433.3333
60816.6667,28000
60833.3333,21383.3333
60833.3333,21483.3333
60833.3333,21616.6667
60833.3333,21633.3333
60833.3333,21750
60833.3333,21766.6667
60833.3333,22000
60833.3333,22033.3333
60833.3333,22466.6667
60833.3333,22850
60833.3333,22883.3333
60833.3333,23000
60833.3333,23150
60833.3333,23383.3333
60833.3333,23466.6667
60833.3333,23583.3333
60833.3333,23916.6667
60833.3333,23950
60833.3333,24083.3333
60833.3333,24633.3333
60833.3333,24650
60833.3333,24966.6667
60833.3333,25350
60833.3333,25433.3333
60833.3333,25683.3333
60833.3333,25933.3333
60833.3333,25983.3333
60833.3333,26033.3333
60833.3333,26250
60833.3333,26266.6667
60833.3333,26350
60833.3333,26466.6667
60833.3333,26600
60833.3333,26666.6667
60833.3333,26766.6667
60833.3333,26983.3333
60833.3333,27233.3333
60833.3333,27516.6667
60833.3333,27666.6667
60833.3333,27716.6667
60833.3333,27750
60833.3333,27800
60833.3333,27866.6667
60833.3333,28000
60833.3333,28183.3333
60850,21366.6667
60850,21383.3333
60850,21400
60850,21416.6667
60850,21450
60850,21466.6667
60850,21583.3333
60850,21633.3333
60850,21666.6667
60850,21700
60850,21816.6667
60850,21916.6667
60850,22100
60850,22350
60850,22433.3333
60850,22483.3333
60850,22666.6667
60850,22683.3333
60850,22766.6667
60850,22850
60850,22900
60850,22950
60850,22983.3333
60850,23050
60850,23083.3333
60850,23833.3333
60850,24183.3333
60850,24383.3333
60850,24400
60850,24533.3333
60850,24733.3333
60850,25033.3333
60850,25183.3333
60850,25266.6667
60850,25600
60850,25716.6667
60850,25916.6667
60850,26183.3333
60850,26200
60850,26216.6667
60850,26233.3333
60850,26516.6667
60850,26583.3333
60850,26666.6667
60850,26783.3333
60850,27133.3333
60850,27316.6667
60850,27600
60850,27683.3333
60850,27983.3333
60850,28000
60850,28150
60850,28300
60866.6667,21183.3333
60866.6667,21350
60866.6667,21450
60866.6667,21466.6667
60866.6667,21600
60866.6667,21633.3333
60866.6667,21833.3333
60866.6667,21916.6667
60866.6667,21966.6667
60866.6667,22433.3333
60866.6667,22566.6667
60866.6667,22800
60866.6667,22850
60866.6667,22883.3333
60866.6667,22900
60866.6667,22983.3333
60866.6667,23000
60866.6667,23033.3333
60866.6667,23483.3333
60866.6667,23550
60866.6667,23850
60866.6667,23933.3333
60866.6667,24333.3333
60866.6667,24800
60866.6667,24883.3333
60866.6667,25283.3333
60866.6667,25316.6667
60866.6667,25433.3333
